Scircuit	Syear	prob_x0x_dem	prob_x1x_dem	prob_x2x_dem	prob_3x_dem	prob_1x_dem	prob_2x_dem	prob_x0x_female	prob_x1x_female	prob_x2x_female	prob_3x_female	prob_1x_female	prob_2x_female	prob_x0x_nonwhite	prob_x1x_nonwhite	prob_x2x_nonwhite	prob_3x_nonwhite	prob_1x_nonwhite	prob_2x_nonwhite	prob_x0x_black	prob_x1x_black	prob_x2x_black	prob_3x_black	prob_1x_black	prob_2x_black	prob_x0x_jewish	prob_x1x_jewish	prob_x2x_jewish	prob_3x_jewish	prob_1x_jewish	prob_2x_jewish	prob_x0x_catholic	prob_x1x_catholic	prob_x2x_catholic	prob_3x_catholic	prob_1x_catholic	prob_2x_catholic	prob_x0x_instate_ba	prob_x1x_instate_ba	prob_x2x_instate_ba	prob_3x_instate_ba	prob_1x_instate_ba	prob_2x_instate_ba	prob_x0x_ba_public	prob_x1x_ba_public	prob_x2x_ba_public	prob_3x_ba_public	prob_1x_ba_public	prob_2x_ba_public	prob_x0x_jd_public	prob_x1x_jd_public	prob_x2x_jd_public	prob_3x_jd_public	prob_1x_jd_public	prob_2x_jd_public	prob_x0x_llm_sjd	prob_x1x_llm_sjd	prob_x2x_llm_sjd	prob_3x_llm_sjd	prob_1x_llm_sjd	prob_2x_llm_sjd	prob_x0x_elev	prob_x1x_elev	prob_x2x_elev	prob_3x_elev	prob_1x_elev	prob_2x_elev	prob_x0x_noreligion	prob_x1x_noreligion	prob_x2x_noreligion	prob_3x_noreligion	prob_1x_noreligion	prob_2x_noreligion	prob_x0x_mainline	prob_x1x_mainline	prob_x2x_mainline	prob_3x_mainline	prob_1x_mainline	prob_2x_mainline	prob_x0x_evangelical	prob_x1x_evangelical	prob_x2x_evangelical	prob_3x_evangelical	prob_1x_evangelical	prob_2x_evangelical	prob_x0x_protestant	prob_x1x_protestant	prob_x2x_protestant	prob_3x_protestant	prob_1x_protestant	prob_2x_protestant	prob_x0x_republican	prob_x1x_republican	prob_x2x_republican	prob_3x_republican	prob_1x_republican	prob_2x_republican	prob_x0x_male_jd_public	prob_x1x_male_jd_public	prob_x2x_male_jd_public	prob_3x_male_jd_public	prob_1x_male_jd_public	prob_2x_male_jd_public	prob_x0x_male	prob_x1x_male	prob_x2x_male	prob_3x_male	prob_1x_male	prob_2x_male	prob_x0x_female_black	prob_x1x_female_black	prob_x2x_female_black	prob_3x_female_black	prob_1x_female_black	prob_2x_female_black	prob_x0x_black_noreligion	prob_x1x_black_noreligion	prob_x2x_black_noreligion	prob_3x_black_noreligion	prob_1x_black_noreligion	prob_2x_black_noreligion	prob_x0x_female_noreligion	prob_x1x_female_noreligion	prob_x2x_female_noreligion	prob_3x_female_noreligion	prob_1x_female_noreligion	prob_2x_female_noreligion	prob_x0x_female_jd_public	prob_x1x_female_jd_public	prob_x2x_female_jd_public	prob_3x_female_jd_public	prob_1x_female_jd_public	prob_2x_female_jd_public	prob_x0x_black_jd_public	prob_x1x_black_jd_public	prob_x2x_black_jd_public	prob_3x_black_jd_public	prob_1x_black_jd_public	prob_2x_black_jd_public	prob_x0x_noreligion_jd_public	prob_x1x_noreligion_jd_public	prob_x2x_noreligion_jd_public	prob_3x_noreligion_jd_public	prob_1x_noreligion_jd_public	prob_2x_noreligion_jd_public
1	1955	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1956	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1957	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1958	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1959	0	0	.75	.25	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.25	.75	0	0	.75	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	0	0	.75	.25	1	1	1	0	0	0	0	0	0	0	.75	.25	1	1	.25	.75	0	0	.75	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1960	0	0	.75	.25	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.25	.75	0	0	.75	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	0	0	.75	.25	1	1	1	0	0	0	0	0	0	0	.75	.25	1	1	.25	.75	0	0	.75	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1961	0	0	.75	.25	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.25	.75	0	0	.75	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	0	0	.75	.25	1	1	1	0	0	0	0	0	0	0	.75	.25	1	1	.25	.75	0	0	.75	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1962	0	0	.75	.25	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.25	.75	0	0	.75	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	0	0	.75	.25	1	1	1	0	0	0	0	0	0	0	.75	.25	1	1	.25	.75	0	0	.75	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1963	0	0	.75	.25	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.25	.75	0	0	.75	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	0	0	.75	.25	1	1	1	0	0	0	0	0	0	0	.75	.25	1	1	.25	.75	0	0	.75	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1964	0	0	.75	.25	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.25	.75	0	0	.75	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	0	0	.75	.25	1	1	1	0	0	0	0	0	0	0	.75	.25	1	1	.25	.75	0	0	.75	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1965	0	0	.5	.5	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.2	.6	.2	0	.8	.2	.05	.45	.45	.05	.95	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.2	.6	.2	0	.8	.2	1	0	0	0	0	0	0	.2	.6	.2	1	.8	1	0	0	0	0	0	0	.2	.6	.2	1	.8	.5	.5	0	0	.5	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1966	0	0	.5	.5	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.2	.6	.2	0	.8	.2	.05	.45	.45	.05	.95	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.2	.6	.2	0	.8	.2	1	0	0	0	0	0	0	.2	.6	.2	1	.8	1	0	0	0	0	0	0	.2	.6	.2	1	.8	.5	.5	0	0	.5	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1967	0	0	.5	.5	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.2	.6	.2	0	.8	.2	.05	.45	.45	.05	.95	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.2	.6	.2	0	.8	.2	1	0	0	0	0	0	0	.2	.6	.2	1	.8	1	0	0	0	0	0	0	.2	.6	.2	1	.8	.5	.5	0	0	.5	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1968	0	0	.5	.5	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.2	.6	.2	0	.8	.2	.05	.45	.45	.05	.95	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.2	.6	.2	0	.8	.2	1	0	0	0	0	0	0	.2	.6	.2	1	.8	1	0	0	0	0	0	0	.2	.6	.2	1	.8	.5	.5	0	0	.5	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1969	0	0	.75	.25	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.25	.75	0	0	.75	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.25	.75	0	0	.75	0	1	0	0	0	0	0	0	0	.75	.25	1	1	1	0	0	0	0	0	0	0	.75	.25	1	1	.25	.75	0	0	.75	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1970	0	0	.75	.25	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.25	.75	0	0	.75	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.25	.75	0	0	.75	0	1	0	0	0	0	0	0	0	.75	.25	1	1	1	0	0	0	0	0	0	0	.75	.25	1	1	.25	.75	0	0	.75	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1971	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1972	0	.5	.5	0	1	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.25	.75	0	0	.75	0	0	0	.75	.25	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	0	.5	.5	0	1	.5	.25	.75	0	0	.75	0	0	0	.75	.25	1	1	0	.5	.5	0	1	.5	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1973	0	.5	.5	0	1	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.25	.75	0	0	.75	0	0	0	.75	.25	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	0	.5	.5	0	1	.5	.25	.75	0	0	.75	0	0	0	.75	.25	1	1	0	.5	.5	0	1	.5	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1974	0	.5	.5	0	1	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.25	.75	0	0	.75	0	0	0	.75	.25	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	0	.5	.5	0	1	.5	.25	.75	0	0	.75	0	0	0	.75	.25	1	1	0	.5	.5	0	1	.5	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1975	0	.5	.5	0	1	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.25	.75	0	0	.75	0	0	0	.75	.25	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	0	.5	.5	0	1	.5	.25	.75	0	0	.75	0	0	0	.75	.25	1	1	0	.5	.5	0	1	.5	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1976	0	.5	.5	0	1	.5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.25	.75	0	0	.75	0	0	0	.75	.25	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	.5	.5	0	1	.5	1	0	0	0	0	0	0	.5	.5	0	1	.5	.25	.75	0	0	.75	0	0	0	.75	.25	1	1	0	.5	.5	0	1	.5	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1977	0	.3	.6	.1	1	.7	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.4	.6	0	0	.6	0	0	.3	.6	.1	1	.7	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	.3	.6	.1	1	.7	1	0	0	0	0	0	.1	.6	.3	0	.9	.3	.1	.6	.3	0	.9	.3	0	0	.6	.4	1	1	.1	.6	.3	0	.9	.3	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	1978	0	.3	.6	.1	1	.7	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	.4	.6	0	0	.6	0	0	.3	.6	.1	1	.7	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	.3	.6	.1	1	.7	1	0	0	0	0	0	.1	.6	.3	0	.9	.3	.1	.6	.3	0	.9	.3	0	0	.6	.4	1	1	.1	.6	.3	0	.9	.3	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
